label,image_path,source_id,mask_source,correct,leaf_attribution_ratio,mask_coverage,mask_fragmentation,mask_rejected,ratio_undefined,abs_attribution,dispersion,attribution_excess
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_14630656.jpg,maize_desease,segmentador,True,0.853473193361881,0.6648596938775511,0.0,False,False,0.288305764346427,0.2994531387205901,0.18861349948432993
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_44101138.jpg,multi_desease,segmentador,True,0.8262270955364147,0.6988002232142857,8.55602772152908e-05,False,False,0.27815168042242205,0.29682566388582576,0.12742687232212901
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_59010384.jpg,maize_desease,segmentador,True,0.9291549616912211,0.8167051977040817,0.00019522194294641082,False,False,0.3631890304252408,0.3402403594174039,0.11244976398713946
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_55991421.jpg,multi_desease,segmentador,True,0.8411156936218326,0.8816964285714286,0.0,False,False,0.19166300267670744,0.24210454532804324,-0.04058073494959602
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_72311216.jpg,multi_desease,segmentador,True,0.8813415006821524,0.7762675382653061,2.5673940949988427e-05,False,False,0.4352131215513879,0.3245263308670019,0.1050739624168463
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_20462160.jpg,multi_desease,segmentador,True,0.8587450080425103,0.5721859056122449,0.00031347962382444194,False,False,0.2364882376457507,0.2590987926838565,0.2865591024302654
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_13336594.jpg,maize_desease,segmentador,True,0.9398232086827426,0.8386280293367347,0.00028517787970250286,False,False,0.3417627287001328,0.3403370356373176,0.10119517934600786
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_55590379.jpg,multi_desease,segmentador,True,0.9148053620490234,0.6645408163265306,0.0002999040307101186,False,False,0.27149257448047165,0.28001369923176533,0.2502645457224928
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_68976014.jpg,multi_desease,segmentador,True,0.8717227222653594,0.5617825255102041,3.54760891159156e-05,False,False,0.29475614235520864,0.29743908940547975,0.3099401967551553
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_51484536.jpg,maize_desease,segmentador,True,0.907019860037667,0.7150031887755102,2.7873787490251267e-05,False,False,0.30738152848356015,0.34236541135292897,0.19201667126215682
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_86710468.jpg,maize_desease,segmentador,True,0.9623523046629648,0.8779496173469388,2.270044492869161e-05,False,False,0.33307797565424074,0.356780572789384,0.08440268731602607
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_61340477.jpg,maize_desease,segmentador,True,0.833048084238516,0.5832669005102041,0.0,False,False,0.2501534221166759,0.3044974190673792,0.24978118372831182
common_rust,clean/common_rust/real/common_rust_maize_field_real_73258109.jpg,maize_field,segmentador,False,0.43013581160413417,0.555305325255102,0.0005024584574525592,False,False,0.25550139892143586,0.2595724088772043,-0.12516951365096785
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_85939866.jpg,maize_desease,segmentador,True,0.8289522511433589,0.5908801020408163,0.00010118726389640731,False,False,0.31217538918595106,0.30620349674538017,0.2380721491025426
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_76532561.jpg,multi_desease,segmentador,True,0.8992762195158313,0.7101801658163265,0.00025256777235227457,False,False,0.25217189789176964,0.2789954902449201,0.18909605369950477
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_19171854.jpg,multi_desease,segmentador,True,0.9166558169122264,0.7470703125,0.0,False,False,0.3432116750452813,0.29860625626553633,0.16958550441222642
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_98009844.jpg,maize_desease,segmentador,True,0.8919710111410126,0.767219387755102,0.0,False,False,0.3258832925313588,0.3069395868575744,0.12475162338591061
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_81560813.jpg,maize_desease,segmentador,True,0.9448427241073202,0.6250199298469388,0.004017729026497885,False,False,0.32785234702518457,0.31866053733820005,0.3198227942603814
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_74896814.jpg,maize_desease,segmentador,True,0.8976712180242917,0.6422791772959183,0.0,False,False,0.176870340765736,0.24914999974049348,0.2553920407283734
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_29205485.jpg,multi_desease,segmentador,True,0.936388673108012,0.7055564413265306,0.00014123495847695455,False,False,0.2442983290296477,0.25465544334778273,0.23083223178148138
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_15375591.jpg,maize_desease,segmentador,True,0.8413567434813518,0.7434430803571429,8.042248612716296e-05,False,False,0.3417974275190536,0.40289723916843095,0.0979136631242089
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_63710365.jpg,multi_desease,segmentador,True,0.9369062038081171,0.6060267857142857,0.0,False,False,0.24007549818472784,0.3098998941498545,0.33087941809383137
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_53793717.jpg,multi_desease,segmentador,True,0.9532820422945592,0.7621173469387755,7.845188284516524e-05,False,False,0.2330985711122732,0.2666722658312141,0.19116469535578362
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_27184458.jpg,multi_desease,segmentador,True,0.9523018521130352,0.6467235331632653,0.0,False,False,0.3126426784368047,0.3461048852244286,0.30557831894976994
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_14143463.jpg,maize_desease,segmentador,True,0.9182848751324358,0.7773836096938775,0.0,False,False,0.2388945467370271,0.24825496719981413,0.1409012654385583
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_10415553.jpg,maize_desease,segmentador,True,0.8832716474647159,0.7699497767857143,0.0,False,False,0.3944715467480579,0.3382024334337138,0.11332187067900157
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_76826629.jpg,maize_desease,segmentador,True,0.9166494055015589,0.5450215242346939,0.00040223790543747473,False,False,0.23777588591156185,0.2513327012068234,0.3716278812668651
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_80523675.jpg,maize_desease,segmentador,True,0.9210776295998025,0.847038424744898,0.0,False,False,0.32154039190683226,0.3150121626621942,0.07403920485490456
common_rust,clean/common_rust/lab/common_rust_multi_desease_lab_36312533.jpg,multi_desease,segmentador,True,0.8912451128806598,0.5891860650510204,0.0,False,False,0.22162071730947347,0.27972400793962643,0.3020590478296393
common_rust,clean/common_rust/lab/common_rust_maize_desease_lab_96416086.jpg,maize_desease,segmentador,True,0.8574322269494278,0.6736288265306123,5.9171597633134176e-05,False,False,0.3129757467614503,0.27515666295005453,0.1838034004188155
fall_armyworm,clean/fall_armyworm/real/fall_armyworm_maize_africa_real_14010261.jpg,maize_africa,segmentador,True,0.9592549879842752,0.9372409119897959,0.0,False,False,0.2550173130133633,0.23167591632239834,0.022014075994479354
fall_armyworm,clean/fall_armyworm/real/fall_armyworm_maize_africa_real_57469808.jpg,maize_africa,segmentador,True,,0.9999202806122449,0.0,True,False,0.2075829909924259,0.21788551709201254,
fall_armyworm,clean/fall_armyworm/real/fall_armyworm_multi_desease_real_53033260.jpg,multi_desease,segmentador,True,,1.0,0.0,True,False,0.2370439631738271,0.22881684727055313,
fall_armyworm,clean/fall_armyworm/real/fall_armyworm_maize_africa_real_61451447.jpg,maize_africa,segmentador,True,,0.9910714285714286,0.0,True,False,0.3260493764146665,0.2430296963750242,
